chr_type,enhancer,gene,promoter_up,promoter_down,encode_no
chr10,chr10:17176200-17177600,ENSG00000107611,chr10:16864963-16865962,chr10:17171831-17172830,52
chr1,chr1:78788400-78789800,ENSG00000122420,chr1:78768568-78769567,chr1:79005435-79006434,52
chr7,chr7:48197600-48198800,ENSG00000179869,chr7:48210055-48211054,chr7:48687093-48688092,52
chrX,chrX:9760600-9761400,ENSG00000101850,chrX:9692386-9693385,chrX:9754338-9755337,53
chr8,chr8:57031800-57032800,ENSG00000172680,chr8:57024501-57025500,chr8:57026542-57027541,53
chr21,chr21:40940200-40942000,ENSG00000183778,chr21:40927369-40928368,chr21:41045065-41046064,53
chr2,chr2:176975800-176978200,ENSG00000170178,chr2:176963458-176964457,chr2:176966409-176967408,53
chr12,chr12:101091800-101094000,ENSG00000151572,chr12:101110304-101111303,chr12:101522420-101523419,53
chr1,chr1:202106800-202108200,ENSG00000170075,chr1:202090986-202091985,chr1:202102721-202103720,53
chr2,chr2:202911000-202912600,ENSG00000182329,chr2:202936978-202937977,chr2:203062586-203063585,53
chr19,chr19:48851000-48852600,ENSG00000105464,chr19:48897132-48898131,chr19:48948189-48949188,53
chr9,chr9:138558800-138560000,ENSG00000107147,chr9:138593031-138594030,chr9:138684993-138685992,53
chr10,chr10:124201200-124202400,ENSG00000254636,chr10:124213169-124214168,chr10:124216869-124217868,53
chr10,chr10:17237600-17239200,ENSG00000107614,chr10:17183253-17184252,chr10:17244054-17245053,53
chr2,chr2:176952400-176954400,ENSG00000174279,chr2:176941200-176942199,chr2:176948642-176949641,53
chr8,chr8:63978800-63979600,ENSG00000137561,chr8:63960112-63961111,chr8:63998613-63999612,53
chr2,chr2:220199400-220200600,ENSG00000054356,chr2:220153345-220154344,chr2:220174371-220175370,53
chr5,chr5:146477000-146479400,ENSG00000156475,chr5:145966936-145967935,chr5:146464348-146465347,53
chr6,chr6:26003400-26003800,ENSG00000124610,chr6:26016260-26017259,chr6:26018041-26019040,53
chr12,chr12:108750600-108753000,ENSG00000174600,chr12:108680821-108681820,chr12:108733119-108734118,53
chr8,chr8:117955400-117955800,ENSG00000205002,chr8:117949438-117950437,chr8:117956727-117957726,53
chr19,chr19:45840000-45840400,ENSG00000104879,chr19:45808672-45809671,chr19:45826236-45827235,53
chr9,chr9:103208000-103210200,ENSG00000241697,chr9:103203560-103204559,chr9:103339919-103340918,53
chr7,chr7:5304800-5306400,ENSG00000164638,chr7:5313000-5313999,chr7:5346502-5347501,53
chr21,chr21:38373400-38374600,ENSG00000183145,chr21:38377450-38378449,chr21:38391960-38392959,53
chr12,chr12:53688200-53689200,ENSG00000139637,chr12:53692470-53693469,chr12:53700962-53701961,53
chr7,chr7:130354000-130355200,ENSG00000213265,chr7:130352488-130353487,chr7:130372269-130373268,53
chr15,chr15:74058800-74061200,ENSG00000205363,chr15:74031141-74032140,chr15:74045089-74046088,53
chr9,chr9:103208000-103210200,ENSG00000251349,chr9:103203553-103204552,chr9:103339919-103340918,53
chrX,chrX:152987200-152989200,ENSG00000130821,chrX:152952554-152953553,chrX:152962049-152963048,53
chr12,chr12:88435600-88436400,ENSG00000165805,chr12:88372816-88373815,chr12:88427815-88428814,53
chr8,chr8:28155000-28156600,ENSG00000168081,chr8:28173503-28174502,chr8:28200873-28201872,53
chr2,chr2:176952400-176954400,ENSG00000170178,chr2:176963458-176964457,chr2:176966409-176967408,53
chr3,chr3:63799200-63801200,ENSG00000163632,chr3:63804038-63805037,chr3:63834313-63835312,53
chr2,chr2:119899400-119901800,ENSG00000144119,chr2:119912819-119913818,chr2:119916466-119917465,53
chr4,chr4:5922600-5924600,ENSG00000072832,chr4:5748811-5749810,chr4:5894786-5895785,53
chr12,chr12:11334400-11336000,ENSG00000186136,chr12:11337599-11338598,chr12:11339544-11340543,53
chr17,chr17:7819000-7820800,ENSG00000170049,chr17:7824177-7825176,chr17:7833122-7834121,53
chr1,chr1:29130200-29132200,ENSG00000116329,chr1:29137654-29138653,chr1:29190209-29191208,53
chr7,chr7:100825200-100826400,ENSG00000128564,chr7:100804790-100805789,chr7:100808875-100809874,53
chrX,chrX:152932800-152935200,ENSG00000130821,chrX:152952554-152953553,chrX:152962049-152963048,53
chr15,chr15:58698800-58700600,ENSG00000166035,chr15:58701768-58702767,chr15:58861152-58862151,53
chr9,chr9:138583800-138585800,ENSG00000165643,chr9:138584253-138585252,chr9:138591375-138592374,53
chr2,chr2:176975800-176978200,ENSG00000128714,chr2:176956619-176957618,chr2:176960667-176961666,53
chr13,chr13:36728000-36730400,ENSG00000133083,chr13:36344478-36345477,chr13:36705444-36706443,53
chr22,chr22:46730200-46731200,ENSG00000100416,chr22:46725772-46726771,chr22:46753238-46754237,53
chr13,chr13:25762800-25765200,ENSG00000165566,chr13:25734822-25735821,chr13:25746427-25747426,53
chr10,chr10:43778000-43779400,ENSG00000198915,chr10:43688983-43689982,chr10:43762368-43763367,53
chr9,chr9:138583800-138585800,ENSG00000107147,chr9:138593031-138594030,chr9:138684993-138685992,53
chr14,chr14:50326600-50328200,ENSG00000165525,chr14:50248997-50249996,chr14:50319922-50320921,53
chr10,chr10:45503000-45504600,ENSG00000165511,chr10:45492146-45493145,chr10:45496337-45497336,53
chr1,chr1:155229200-155231400,ENSG00000160767,chr1:155215996-155216995,chr1:155225275-155226274,53
chr3,chr3:167364800-167366600,ENSG00000174776,chr3:167195472-167196471,chr3:167371772-167372771,53
chr15,chr15:57629200-57631600,ENSG00000128849,chr15:57667165-57668164,chr15:57842926-57843925,53
chr12,chr12:58139400-58141400,ENSG00000135439,chr12:58117980-58118979,chr12:58135941-58136940,53
chr14,chr14:74122400-74122800,ENSG00000119661,chr14:74110578-74111577,chr14:74170436-74171435,53
chrX,chrX:9765000-9767200,ENSG00000101850,chrX:9692386-9693385,chrX:9754338-9755337,53
chr9,chr9:133014600-133016200,ENSG00000148357,chr9:133045882-133046881,chr9:133309511-133310510,53
chr19,chr19:57682400-57684800,ENSG00000258873,chr19:57664389-57665388,chr19:57678812-57679811,53
chr20,chr20:19197600-19197800,ENSG00000185052,chr20:19192290-19193289,chr20:19703582-19704581,53
chr19,chr19:15833800-15834600,ENSG00000171942,chr19:15837834-15838833,chr19:15839863-15840862,53
chr12,chr12:50468400-50470000,ENSG00000167588,chr12:50496602-50497601,chr12:50505103-50506102,53
chr17,chr17:2658000-2660400,ENSG00000132359,chr17:2679350-2680349,chr17:2941034-2942033,53
chr2,chr2:121486200-121488200,ENSG00000074047,chr2:121492199-121493198,chr2:121750230-121751229,53
chr15,chr15:89380000-89381400,ENSG00000157766,chr15:89345674-89346673,chr15:89418586-89419585,53
chr10,chr10:128374400-128376800,ENSG00000154493,chr10:128112566-128113565,chr10:128359080-128360079,53
chr5,chr5:146491600-146493000,ENSG00000156475,chr5:145966936-145967935,chr5:146464348-146465347,53
chr4,chr4:1408600-1411000,ENSG00000235608,chr4:1395720-1396719,chr4:1400120-1401119,53
chr8,chr8:76311400-76312000,ENSG00000164749,chr8:76319149-76320148,chr8:76479079-76480078,53
chr11,chr11:77709600-77711800,ENSG00000149262,chr11:77588766-77589765,chr11:77705725-77706724,53
chrX,chrX:109691000-109693400,ENSG00000101935,chrX:109436414-109437413,chrX:109683462-109684461,53
chr11,chr11:69525800-69528200,ENSG00000162344,chr11:69512000-69512999,chr11:69519411-69520410,53
chr1,chr1:197870400-197871600,ENSG00000143355,chr1:197880037-197881036,chr1:197904609-197905608,53
chr16,chr16:55708800-55709400,ENSG00000103546,chr16:55688516-55689515,chr16:55740105-55741104,53
chr11,chr11:64074000-64076000,ENSG00000182450,chr11:64057774-64058773,chr11:64067504-64068503,53
chr18,chr18:72160800-72161800,ENSG00000187773,chr18:72101963-72102962,chr18:72125180-72126179,53
chr4,chr4:106799400-106800800,ENSG00000168743,chr4:106814932-106815931,chr4:106925185-106926184,53
chr9,chr9:91923600-91925200,ENSG00000187742,chr9:91932421-91933420,chr9:91974558-91975557,53
chr6,chr6:28220200-28222600,ENSG00000187626,chr6:28211401-28212400,chr6:28227012-28228011,53
chr6,chr6:14126200-14127000,ENSG00000112149,chr6:14116872-14117871,chr6:14137150-14138149,53
chrX,chrX:99650200-99652200,ENSG00000165194,chrX:99545642-99546641,chrX:99665272-99666271,53
chr17,chr17:10118800-10120600,ENSG00000007237,chr17:9812926-9813925,chr17:10101869-10102868,53
chr11,chr11:85388200-85390400,ENSG00000179071,chr11:85393893-85394892,chr11:85397321-85398320,53
chr19,chr19:49091800-49093200,ENSG00000177202,chr19:49109000-49109999,chr19:49110971-49111970,53
chr11,chr11:19332400-19333800,ENSG00000166833,chr11:19371271-19372270,chr11:20143145-20144144,53
chr1,chr1:3574400-3576600,ENSG00000116213,chr1:3546331-3547330,chr1:3569326-3570325,53
chr18,chr18:24216000-24218000,ENSG00000134504,chr18:24033874-24034873,chr18:24237366-24238365,53
chr14,chr14:105865400-105867200,ENSG00000182979,chr14:105885159-105886158,chr14:105937067-105938066,53
chr15,chr15:48462800-48464400,ENSG00000074803,chr15:48482861-48483860,chr15:48596276-48597275,53
chr7,chr7:65454400-65455200,ENSG00000169919,chr7:65424671-65425670,chr7:65447302-65448301,53
chr19,chr19:6390600-6392600,ENSG00000125650,chr19:6374159-6375158,chr19:6379070-6380069,53
chr14,chr14:93352400-93354000,ENSG00000100604,chr14:93388425-93389424,chr14:93401639-93402638,53
chr19,chr19:45841600-45842800,ENSG00000104879,chr19:45808672-45809671,chr19:45826236-45827235,53
chr19,chr19:10137400-10139800,ENSG00000080573,chr19:10069237-10070236,chr19:10121148-10122147,53
chr22,chr22:24091800-24092800,ENSG00000128218,chr22:24093930-24094929,chr22:24096656-24097655,53
chr2,chr2:120431800-120433400,ENSG00000144120,chr2:120435743-120436742,chr2:120444084-120445083,53
chr4,chr4:41759000-41761200,ENSG00000109132,chr4:41745099-41746098,chr4:41750988-41751987,53
chr8,chr8:132048600-132050000,ENSG00000155897,chr8:131791547-131792546,chr8:132054673-132055672,53
chr1,chr1:161127400-161129000,ENSG00000143222,chr1:161121566-161122565,chr1:161128647-161129646,53
chr4,chr4:106753400-106754600,ENSG00000138785,chr4:106602784-106603783,chr4:106817144-106818143,53
chr10,chr10:45503000-45504600,ENSG00000165512,chr10:45494923-45495922,chr10:45500775-45501774,53
chr17,chr17:1207800-1209000,ENSG00000184811,chr17:1181957-1182956,chr17:1204282-1205281,53
chr17,chr17:7633000-7634000,ENSG00000183914,chr17:7619672-7620671,chr17:7737063-7738062,53
chr3,chr3:123692400-123692800,ENSG00000065371,chr3:123686368-123687367,chr3:123711026-123712025,54
chr15,chr15:34276800-34278400,ENSG00000184984,chr15:34259921-34260920,chr15:34357292-34358291,54
chr2,chr2:136751400-136752400,ENSG00000115866,chr2:136663247-136664246,chr2:136743671-136744670,54
chr19,chr19:12666000-12666800,ENSG00000242852,chr19:12570998-12571997,chr19:12624669-12625668,54
chr4,chr4:155432800-155434600,ENSG00000197410,chr4:155152399-155153398,chr4:155412931-155413930,54
chr3,chr3:13935600-13937200,ENSG00000154764,chr3:13856755-13857754,chr3:13921619-13922618,54
chr10,chr10:128374400-128376800,ENSG00000154493,chr10:128112566-128113565,chr10:128359080-128360079,54
chr14,chr14:31907800-31910200,ENSG00000129480,chr14:31914242-31915241,chr14:31926717-31927716,54
chr6,chr6:166610400-166611800,ENSG00000164458,chr6:166570144-166571143,chr6:166582189-166583188,54
chr14,chr14:52246600-52248600,ENSG00000186469,chr14:52291913-52292912,chr14:52446061-52447060,54
chr5,chr5:180100200-180101600,ENSG00000037280,chr5:180027506-180028505,chr5:180076625-180077624,54
chr2,chr2:142877000-142879400,ENSG00000168702,chr2:140987992-140988991,chr2:142889271-142890270,54
chr12,chr12:2997800-2999600,ENSG00000078246,chr12:2985389-2986388,chr12:3050307-3051306,54
chr1,chr1:202311600-202313200,ENSG00000077157,chr1:202316827-202317826,chr1:202561835-202562834,54
chr8,chr8:141481800-141484200,ENSG00000167632,chr8:140741586-140742585,chr8:141468679-141469678,54
chr10,chr10:70010600-70012600,ENSG00000179774,chr10:69989386-69990385,chr10:69991872-69992871,54
chr11,chr11:65601400-65603400,ENSG00000172757,chr11:65589493-65590492,chr11:65629498-65630497,54
chr12,chr12:120730600-120732600,ENSG00000089163,chr12:120739119-120740118,chr12:120751053-120752052,54
chr15,chr15:68104200-68106400,ENSG00000188779,chr15:68111042-68112041,chr15:68126900-68127899,54
chr17,chr17:38208800-38210200,ENSG00000126351,chr17:38213543-38214542,chr17:38250121-38251120,54
chr20,chr20:333400-335800,ENSG00000125841,chr20:326426-327425,chr20:340305-341304,54
chr12,chr12:76434800-76436600,ENSG00000139289,chr12:76418227-76419226,chr12:76427713-76428712,54
chr19,chr19:39681200-39682000,ENSG00000188505,chr19:39686601-39687600,chr19:39692525-39693524,54
chr16,chr16:58022400-58023800,ENSG00000159648,chr16:58009339-58010338,chr16:58022021-58023020,54
chr19,chr19:54502600-54503800,ENSG00000130433,chr19:54494542-54495541,chr19:54515924-54516923,54
chr10,chr10:43778000-43779400,ENSG00000198915,chr10:43688983-43689982,chr10:43762368-43763367,54
chr8,chr8:22122000-22124200,ENSG00000197181,chr8:22131810-22132809,chr8:22215077-22216076,54
chr1,chr1:210416400-210416600,ENSG00000082497,chr1:210405144-210406143,chr1:210419977-210420976,54
chr12,chr12:6974400-6976200,ENSG00000111676,chr12:7032626-7033625,chr12:7051485-7052484,54
chr4,chr4:88422800-88424800,ENSG00000152583,chr4:88393487-88394486,chr4:88452214-88453213,54
chr18,chr18:43678400-43680000,ENSG00000152240,chr18:43683298-43684297,chr18:43708300-43709299,54
chr1,chr1:46939600-46941000,ENSG00000197587,chr1:46971668-46972667,chr1:46979899-46980898,54
chr18,chr18:43678400-43680000,ENSG00000152234,chr18:43663110-43664109,chr18:43684301-43685300,54
chr7,chr7:45171400-45172000,ENSG00000122679,chr7:45196390-45197389,chr7:45225902-45226901,54
chr5,chr5:63974200-63974800,ENSG00000145642,chr5:63985135-63986134,chr5:64013918-64014917,54
chr8,chr8:117938000-117940400,ENSG00000205002,chr8:117949438-117950437,chr8:117956727-117957726,54
chr18,chr18:56847200-56848600,ENSG00000134443,chr18:56886400-56887399,chr18:56898007-56899006,54
chr17,chr17:8256600-8258400,ENSG00000184650,chr17:8242182-8243181,chr17:8249365-8250364,54
chr12,chr12:108750600-108753000,ENSG00000174600,chr12:108680821-108681820,chr12:108733119-108734118,54
chr2,chr2:207094000-207096000,ENSG00000183671,chr2:207039040-207040039,chr2:207082772-207083771,54
chr5,chr5:159441600-159441800,ENSG00000113312,chr5:159435120-159436119,chr5:159492551-159493550,54
chr1,chr1:31696400-31697800,ENSG00000084628,chr1:31651592-31652591,chr1:31712402-31713401,54
chr20,chr20:33823600-33824600,ENSG00000125966,chr20:33813457-33814456,chr20:33864802-33865801,54
chr19,chr19:36369000-36371400,ENSG00000105290,chr19:36357801-36358800,chr19:36370694-36371693,54
chr10,chr10:21430200-21432000,ENSG00000204683,chr10:21413692-21414691,chr10:21435489-21436488,54
chr17,chr17:1179200-1180000,ENSG00000184811,chr17:1181957-1182956,chr17:1204282-1205281,54
chr8,chr8:22003600-22006000,ENSG00000168453,chr8:21970928-21971927,chr8:21990898-21991897,54
chr16,chr16:71248400-71249200,ENSG00000157423,chr16:70840281-70841280,chr16:71264626-71265625,54
chr1,chr1:60376400-60378000,ENSG00000134716,chr1:60357980-60358979,chr1:60392463-60393462,54
chr2,chr2:130924600-130925400,ENSG00000152076,chr2:130895860-130896859,chr2:130902708-130903707,54
chr22,chr22:29759200-29761200,ENSG00000100276,chr22:29707922-29708921,chr22:29715669-29716668,54
chr22,chr22:29661200-29663400,ENSG00000100276,chr22:29707922-29708921,chr22:29715669-29716668,54
chr1,chr1:153940400-153942400,ENSG00000143543,chr1:153945745-153946744,chr1:153950165-153951164,54
chr14,chr14:68280200-68282600,ENSG00000182185,chr14:68285496-68286495,chr14:69196936-69197935,54
chr17,chr17:2334400-2335000,ENSG00000205821,chr17:2309279-2310278,chr17:2318732-2319731,54
chr18,chr18:10428800-10429400,ENSG00000154856,chr18:10453625-10454624,chr18:10489946-10490945,54
chr1,chr1:36532400-36533800,ENSG00000092850,chr1:36548676-36549675,chr1:36553877-36554876,54
chr1,chr1:151119600-151121400,ENSG00000163154,chr1:151128105-151129104,chr1:151132226-151133225,54
chr6,chr6:30682400-30684800,ENSG00000196230,chr6:30686978-30687977,chr6:30693204-30694203,54
chr1,chr1:37489800-37490000,ENSG00000163873,chr1:37260128-37261127,chr1:37499731-37500730,54
chr7,chr7:28239600-28241000,ENSG00000153814,chr7:27869192-27870191,chr7:28220363-28221362,54
chr7,chr7:142958800-142960400,ENSG00000178826,chr7:142976050-142977049,chr7:142985142-142986141,54
chr10,chr10:95340400-95341600,ENSG00000138207,chr10:95350444-95351443,chr10:95361502-95362501,54
chr19,chr19:44530000-44531400,ENSG00000178386,chr19:44554520-44555519,chr19:44572145-44573144,54
chr14,chr14:21147600-21149800,ENSG00000258818,chr14:21151259-21152258,chr14:21168762-21169761,54
chrX,chrX:144929200-144930800,ENSG00000221870,chrX:144907928-144908927,chrX:144911369-144912368,54
chr3,chr3:64630600-64632600,ENSG00000163638,chr3:64500333-64501332,chr3:64673677-64674676,54
chr19,chr19:57019800-57021400,ENSG00000198046,chr19:56949694-56950693,chr19:56989435-56990434,54
chr19,chr19:19304200-19306600,ENSG00000184162,chr19:19311225-19312224,chr19:19314234-19315233,54
chr20,chr20:21668000-21668200,ENSG00000125813,chr20:21685297-21686296,chr20:21696621-21697620,54
chr1,chr1:60543200-60544800,ENSG00000162598,chr1:60451941-60452940,chr1:60539443-60540442,54
chr17,chr17:4965400-4966400,ENSG00000132517,chr17:4934895-4935894,chr17:4955305-4956304,54
chr1,chr1:165505800-165508200,ENSG00000162763,chr1:165512244-165513243,chr1:165533199-165534198,54
chr16,chr16:75674200-75675800,ENSG00000166848,chr16:75680684-75681683,chr16:75795771-75796770,54
chr19,chr19:10110400-10111800,ENSG00000080573,chr19:10069237-10070236,chr19:10121148-10122147,54
chr7,chr7:103054600-103056400,ENSG00000170615,chr7:102992177-102993176,chr7:103086625-103087624,54
chr2,chr2:172892400-172894400,ENSG00000172878,chr2:172863490-172864489,chr2:172947159-172948158,54
chr5,chr5:5014400-5016400,ENSG00000145536,chr5:5139443-5140442,chr5:5320418-5321417,54
chr9,chr9:138558800-138560000,ENSG00000107147,chr9:138593031-138594030,chr9:138684993-138685992,54
chr3,chr3:111725000-111725400,ENSG00000176040,chr3:111752690-111753689,chr3:111800117-111801116,54
chr21,chr21:40939000-40939800,ENSG00000183778,chr21:40927369-40928368,chr21:41045065-41046064,54
chr12,chr12:76396200-76397800,ENSG00000139289,chr12:76418227-76419226,chr12:76427713-76428712,54
chr17,chr17:7592200-7594200,ENSG00000141499,chr17:7588389-7589388,chr17:7606821-7607820,54
chr2,chr2:95663600-95665600,ENSG00000172005,chr2:95690422-95691421,chr2:95719738-95720737,54
chr1,chr1:31695000-31696000,ENSG00000084628,chr1:31651592-31652591,chr1:31712402-31713401,54
chr1,chr1:32704200-32706400,ENSG00000160050,chr1:32664987-32665986,chr1:32670989-32671988,54
chr4,chr4:106799400-106800800,ENSG00000168743,chr4:106814932-106815931,chr4:106925185-106926184,54
